"nameLast","nameFirst","playerID","Age","year","reliability","mPA","mAB","mR","mH","m2B","m3B","mHR","mRBI","mSB","mCS","mBB","mSO","mIBB","mHBP","mSH","mSF","mGIDP"
"Green","Shawn","greensh01",32,2004,0.87,614.00,538.00,88.00,152.00,33.00,2.00,28.00,90.00,8.00,3.00,66.00,97.00,8.00,5.00,0.00,5.00,16.00
"Greene","Todd","greento02",33,2004,0.60,317.00,297.00,38.00,73.00,15.00,1.00,13.00,37.00,2.00,1.00,14.00,61.00,1.00,3.00,1.00,2.00,6.00
"Greer","Rusty","greerru01",35,2004,0.59,222.00,199.00,27.00,54.00,12.00,1.00,4.00,22.00,2.00,1.00,19.00,27.00,1.00,1.00,1.00,2.00,5.00
"Gregorio","Tom","gregoto01",27,2004,0.08,210.00,187.00,25.00,49.00,9.00,1.00,6.00,25.00,3.00,1.00,18.00,37.00,1.00,3.00,1.00,1.00,4.00
"Grieve","Ben","grievbe01",28,2004,0.81,359.00,306.00,43.00,79.00,17.00,1.00,9.00,40.00,4.00,1.00,45.00,74.00,2.00,6.00,0.00,2.00,8.00
"Griffey Jr.","Ken","griffke02",35,2004,0.73,324.00,280.00,41.00,74.00,15.00,1.00,14.00,41.00,2.00,1.00,35.00,58.00,5.00,5.00,1.00,3.00,7.00
"Grissom","Marquis","grissma02",37,2004,0.83,546.00,511.00,71.00,137.00,27.00,3.00,20.00,71.00,8.00,3.00,25.00,92.00,1.00,3.00,2.00,5.00,12.00
"Grudzielanek","Mark","grudzma01",34,2004,0.85,522.00,480.00,65.00,135.00,26.00,1.00,8.00,46.00,5.00,2.00,28.00,74.00,2.00,7.00,4.00,3.00,12.00
"Guerrero","Vladimir","guerrvl01",28,2004,0.86,504.00,439.00,76.00,141.00,27.00,2.00,25.00,79.00,19.00,9.00,56.00,59.00,18.00,6.00,0.00,3.00,16.00
"Guerrero","Wilton","guerrwi01",30,2004,0.47,216.00,196.00,23.00,53.00,8.00,1.00,4.00,18.00,5.00,2.00,13.00,35.00,1.00,1.00,5.00,1.00,3.00
"Guiel","Aaron","guielaa01",32,2004,0.72,427.00,380.00,58.00,99.00,26.00,1.00,12.00,55.00,4.00,5.00,31.00,75.00,1.00,9.00,2.00,5.00,5.00
"Guillen","Carlos","guillca01",29,2004,0.83,478.00,421.00,65.00,112.00,21.00,4.00,8.00,53.00,4.00,3.00,47.00,75.00,2.00,2.00,4.00,4.00,10.00
"Guillen","Jose","guilljo01",28,2004,0.78,493.00,447.00,63.00,129.00,22.00,1.00,21.00,68.00,4.00,4.00,28.00,83.00,3.00,10.00,5.00,3.00,15.00
"Gulan","Mike","gulanmi01",34,2004,0.02,200.00,178.00,25.00,46.00,9.00,1.00,6.00,23.00,3.00,1.00,18.00,33.00,1.00,2.00,1.00,1.00,4.00
"Gutierrez","Ricky","gutieri01",34,2004,0.75,266.00,238.00,29.00,65.00,11.00,1.00,4.00,28.00,1.00,1.00,17.00,31.00,0.00,4.00,4.00,3.00,7.00
"Guzman","Cristian","guzmacr01",26,2004,0.86,558.00,517.00,75.00,146.00,23.00,10.00,8.00,55.00,15.00,8.00,26.00,73.00,1.00,4.00,8.00,3.00,7.00
"Guzman","Edwards","guzmaed01",28,2004,0.49,278.00,255.00,30.00,65.00,12.00,1.00,6.00,28.00,2.00,1.00,17.00,38.00,3.00,1.00,3.00,2.00,7.00
"Gwynn","Tony","gwynnto01",44,2004,0.22,200.00,179.00,20.00,48.00,11.00,1.00,5.00,24.00,2.00,1.00,17.00,30.00,1.00,2.00,1.00,1.00,4.00
"Hafner","Travis","hafnetr01",27,2004,0.61,369.00,328.00,42.00,86.00,20.00,3.00,13.00,44.00,3.00,2.00,30.00,77.00,3.00,8.00,1.00,2.00,7.00
"Hairston","Jerry","hairsje02",28,2004,0.81,377.00,331.00,42.00,86.00,18.00,3.00,5.00,32.00,14.00,5.00,29.00,45.00,1.00,7.00,7.00,3.00,7.00
"Hall","Bill","hallbi03",25,2004,0.44,281.00,253.00,37.00,68.00,14.00,3.00,9.00,36.00,3.00,3.00,20.00,49.00,1.00,2.00,4.00,2.00,7.00
"Hall","Toby","hallto02",29,2004,0.79,484.00,449.00,54.00,118.00,25.00,1.00,11.00,54.00,2.00,2.00,25.00,46.00,3.00,5.00,1.00,4.00,14.00
"Halter","Shane","haltesh01",35,2004,0.82,442.00,399.00,44.00,97.00,18.00,4.00,11.00,43.00,2.00,3.00,33.00,84.00,1.00,3.00,3.00,4.00,12.00
"Hamilton","Darryl","hamilda02",40,2004,0.27,200.00,175.00,23.00,43.00,9.00,1.00,4.00,18.00,3.00,1.00,19.00,31.00,2.00,2.00,2.00,2.00,4.00
"Hammonds","Jeffrey","hammoje01",33,2004,0.74,326.00,289.00,36.00,74.00,18.00,2.00,8.00,31.00,4.00,2.00,30.00,57.00,1.00,3.00,1.00,3.00,7.00
"Hammock","Robby","hammoro01",27,2004,0.47,308.00,275.00,41.00,77.00,15.00,2.00,10.00,39.00,4.00,2.00,26.00,55.00,3.00,3.00,1.00,3.00,7.00
"Hansen","Dave","hanseda01",36,2004,0.61,293.00,253.00,29.00,65.00,12.00,1.00,5.00,32.00,2.00,1.00,35.00,47.00,5.00,2.00,1.00,2.00,6.00
"Harris","Lenny","harrile01",40,2004,0.64,303.00,275.00,31.00,67.00,11.00,2.00,5.00,25.00,4.00,2.00,23.00,37.00,2.00,2.00,1.00,2.00,6.00
"Harris","Willie","harriwi01",26,2004,0.56,293.00,265.00,34.00,64.00,10.00,1.00,5.00,24.00,11.00,2.00,21.00,46.00,1.00,1.00,4.00,2.00,4.00
"Hart","Bo","hartbo01",28,2004,0.57,360.00,327.00,49.00,90.00,16.00,4.00,7.00,37.00,4.00,2.00,21.00,65.00,1.00,5.00,5.00,2.00,5.00
"Hart","Jason","hartja01",27,2004,0.05,202.00,180.00,25.00,49.00,11.00,1.00,6.00,23.00,3.00,1.00,18.00,34.00,1.00,2.00,1.00,1.00,4.00
"Harvey","Ken","harveke01",26,2004,0.69,462.00,422.00,49.00,115.00,26.00,1.00,12.00,57.00,3.00,3.00,30.00,79.00,4.00,5.00,3.00,2.00,12.00
"Haselman","Bill","haselbi01",38,2004,0.50,221.00,202.00,22.00,51.00,9.00,1.00,5.00,26.00,2.00,1.00,15.00,35.00,1.00,2.00,1.00,1.00,6.00
"Hatteberg","Scott","hattesc01",35,2004,0.84,568.00,498.00,59.00,129.00,28.00,2.00,12.00,57.00,1.00,1.00,59.00,58.00,1.00,7.00,2.00,2.00,11.00
"Hayes","Charlie","hayesch01",39,2004,0.13,200.00,177.00,23.00,45.00,9.00,1.00,5.00,22.00,2.00,1.00,18.00,35.00,2.00,2.00,1.00,2.00,4.00
"Helms","Wes","helmswe01",28,2004,0.78,491.00,439.00,53.00,113.00,23.00,1.00,18.00,60.00,2.00,2.00,38.00,108.00,3.00,7.00,1.00,6.00,9.00
"Helton","Todd","heltoto01",31,2004,0.87,618.00,520.00,107.00,173.00,40.00,3.00,30.00,104.00,4.00,3.00,87.00,79.00,15.00,4.00,1.00,6.00,13.00
"Henderson","Rickey","henderi01",46,2004,0.69,264.00,225.00,36.00,50.00,9.00,1.00,6.00,23.00,8.00,2.00,35.00,49.00,1.00,3.00,0.00,1.00,4.00
"Henson","Drew","hensodr01",24,2004,0.04,204.00,182.00,28.00,49.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,33.00,1.00,2.00,1.00,1.00,4.00
"Hermansen","Chad","hermach01",27,2004,0.53,240.00,216.00,26.00,50.00,12.00,1.00,7.00,23.00,4.00,3.00,19.00,56.00,1.00,2.00,2.00,1.00,3.00
"Hernandez","Alex","hernaal01",27,2004,0.03,200.00,179.00,25.00,48.00,9.00,1.00,6.00,23.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,5.00
"Hernandez","Jose","hernajo01",35,2004,0.85,544.00,494.00,61.00,124.00,21.00,2.00,18.00,63.00,3.00,3.00,43.00,159.00,3.00,3.00,1.00,3.00,14.00
"Hernandez","Michel","hernami01",26,2004,0.02,202.00,180.00,25.00,49.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,32.00,1.00,2.00,1.00,1.00,4.00
"Hernandez","Ramon","hernara02",28,2004,0.83,514.00,459.00,62.00,120.00,24.00,1.00,15.00,63.00,1.00,1.00,39.00,73.00,2.00,8.00,4.00,4.00,12.00
"Hessman","Mike","hessmmi01",26,2004,0.10,213.00,188.00,26.00,52.00,11.00,1.00,7.00,26.00,3.00,1.00,21.00,35.00,2.00,2.00,1.00,1.00,6.00
"Hiatt","Phil","hiattph01",35,2004,0.12,200.00,180.00,24.00,47.00,10.00,1.00,6.00,23.00,2.00,1.00,16.00,37.00,2.00,2.00,1.00,1.00,4.00
"Hidalgo","Richard","hidalri01",29,2004,0.84,536.00,471.00,72.00,131.00,30.00,4.00,20.00,71.00,6.00,4.00,51.00,94.00,4.00,9.00,0.00,5.00,12.00
"Higginson","Bobby","higgibo02",34,2004,0.85,519.00,456.00,60.00,118.00,20.00,4.00,13.00,57.00,10.00,6.00,52.00,62.00,3.00,4.00,1.00,6.00,10.00
"Hill","Bobby","hillbo01",26,2004,0.43,226.00,200.00,29.00,54.00,9.00,2.00,6.00,25.00,4.00,1.00,20.00,39.00,3.00,3.00,2.00,1.00,3.00
"Hillenbrand","Shea","hillesh02",29,2004,0.85,545.00,506.00,66.00,142.00,31.00,2.00,16.00,74.00,3.00,2.00,24.00,73.00,3.00,8.00,1.00,6.00,16.00
"Hill","Glenallen","hillgl01",39,2004,0.14,200.00,182.00,22.00,44.00,8.00,1.00,5.00,21.00,2.00,1.00,14.00,37.00,1.00,2.00,1.00,1.00,5.00
"Hill","Koyie","hillko01",25,2004,0.01,202.00,180.00,26.00,50.00,11.00,1.00,6.00,24.00,3.00,1.00,18.00,33.00,1.00,2.00,1.00,1.00,4.00
"Hinch","A.J.","hinchaj01",30,2004,0.59,263.00,236.00,29.00,56.00,10.00,1.00,9.00,32.00,3.00,2.00,19.00,45.00,1.00,4.00,2.00,2.00,6.00
"Hinske","Eric","hinsker01",27,2004,0.81,522.00,457.00,77.00,122.00,36.00,2.00,16.00,66.00,10.00,2.00,58.00,101.00,3.00,2.00,1.00,4.00,10.00
"Hocking","Dennis","hockide01",34,2004,0.73,334.00,299.00,35.00,75.00,15.00,2.00,5.00,31.00,2.00,2.00,26.00,56.00,1.00,2.00,4.00,3.00,6.00
"Hollandsworth","Todd","hollato01",31,2004,0.75,375.00,339.00,47.00,94.00,26.00,2.00,10.00,45.00,6.00,4.00,31.00,72.00,4.00,1.00,2.00,2.00,6.00
"Hollins","Dave","hollida01",38,2004,0.07,202.00,181.00,23.00,45.00,9.00,1.00,5.00,22.00,3.00,2.00,16.00,33.00,1.00,2.00,2.00,1.00,4.00
"Hoover","Paul","hoovepa01",28,2004,0.06,202.00,182.00,25.00,48.00,9.00,1.00,5.00,24.00,3.00,1.00,16.00,33.00,1.00,2.00,1.00,1.00,4.00
"House","J.R.","housejr01",25,2004,0.00,200.00,178.00,25.00,50.00,10.00,1.00,6.00,24.00,3.00,1.00,18.00,31.00,1.00,2.00,1.00,1.00,4.00
"Houston","Tyler","houstty01",33,2004,0.69,286.00,263.00,32.00,72.00,14.00,1.00,8.00,36.00,2.00,1.00,18.00,53.00,2.00,2.00,2.00,1.00,6.00
"Hubbard","Mike","hubbami01",33,2004,0.03,200.00,179.00,25.00,47.00,10.00,1.00,6.00,23.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Hubbard","Trenidad","hubbatr01",38,2004,0.37,225.00,201.00,26.00,49.00,9.00,1.00,4.00,21.00,6.00,3.00,20.00,39.00,1.00,2.00,1.00,1.00,4.00
"Huckaby","Ken","huckake01",33,2004,0.50,234.00,218.00,26.00,55.00,8.00,1.00,4.00,24.00,2.00,1.00,13.00,37.00,1.00,1.00,1.00,1.00,6.00
"Hudson","Orlando","hudsoor01",27,2004,0.74,481.00,436.00,53.00,119.00,21.00,6.00,10.00,55.00,4.00,3.00,36.00,75.00,1.00,5.00,1.00,3.00,12.00
"Huff","Aubrey","huffau01",28,2004,0.85,602.00,548.00,76.00,163.00,35.00,2.00,24.00,80.00,3.00,2.00,44.00,76.00,9.00,4.00,1.00,5.00,18.00
"Hummel","Tim","hummeti01",26,2004,0.28,247.00,219.00,29.00,57.00,12.00,1.00,7.00,29.00,3.00,1.00,22.00,37.00,1.00,2.00,2.00,2.00,4.00
"Hundley","Todd","hundlto01",35,2004,0.65,251.00,222.00,26.00,49.00,9.00,0.00,10.00,31.00,1.00,1.00,25.00,61.00,1.00,2.00,1.00,1.00,5.00
"Hunter","Brian","huntebr02",33,2004,0.62,276.00,248.00,36.00,65.00,15.00,2.00,5.00,30.00,6.00,1.00,21.00,46.00,1.00,2.00,2.00,3.00,5.00
"Hunter","Torii","hunteto01",29,2004,0.86,581.00,531.00,79.00,142.00,31.00,4.00,24.00,88.00,10.00,6.00,39.00,104.00,4.00,6.00,1.00,4.00,14.00
"Hyzdu","Adam","hyzduad01",33,2004,0.52,255.00,225.00,35.00,54.00,11.00,1.00,10.00,35.00,2.00,1.00,25.00,53.00,1.00,2.00,1.00,2.00,4.00
"Ibanez","Raul","ibanera01",32,2004,0.84,590.00,534.00,79.00,153.00,31.00,5.00,20.00,89.00,6.00,3.00,46.00,81.00,4.00,3.00,1.00,6.00,11.00
"Infante","Omar","infanom01",23,2004,0.56,330.00,297.00,36.00,79.00,13.00,1.00,5.00,26.00,6.00,3.00,26.00,49.00,1.00,2.00,3.00,2.00,4.00
"Inge","Brandon","ingebr01",27,2004,0.76,418.00,378.00,39.00,83.00,19.00,3.00,9.00,37.00,4.00,4.00,29.00,90.00,1.00,5.00,3.00,3.00,8.00
"Izturis","Cesar","izturce01",24,2004,0.81,543.00,505.00,53.00,131.00,24.00,4.00,4.00,43.00,10.00,5.00,25.00,60.00,4.00,1.00,8.00,4.00,9.00
"Jackson","Damian","jacksda04",31,2004,0.74,313.00,282.00,43.00,72.00,16.00,2.00,4.00,28.00,13.00,5.00,24.00,57.00,1.00,3.00,2.00,2.00,5.00
"Jackson","Ryan","jacksry01",33,2004,0.25,201.00,181.00,26.00,46.00,9.00,2.00,5.00,22.00,3.00,1.00,15.00,35.00,1.00,2.00,2.00,1.00,4.00
"Jaha","John","jahajo01",38,2004,0.12,200.00,178.00,22.00,43.00,10.00,1.00,5.00,24.00,2.00,1.00,17.00,35.00,1.00,2.00,1.00,2.00,5.00
"Javier","Stan","javiest01",40,2004,0.45,200.00,177.00,25.00,48.00,9.00,1.00,4.00,21.00,4.00,1.00,19.00,31.00,1.00,2.00,1.00,1.00,5.00
"Jenkins","Geoff","jenkige01",30,2004,0.81,504.00,447.00,69.00,123.00,27.00,2.00,21.00,73.00,3.00,2.00,46.00,108.00,6.00,7.00,1.00,3.00,12.00
"Jennings","Robin","jenniro01",32,2004,0.26,200.00,182.00,23.00,48.00,10.00,1.00,5.00,24.00,2.00,1.00,15.00,30.00,1.00,1.00,1.00,1.00,3.00
"Jensen","Marcus","jensema01",32,2004,0.17,204.00,182.00,22.00,44.00,8.00,1.00,5.00,23.00,2.00,1.00,17.00,37.00,2.00,2.00,1.00,2.00,5.00
"Jeter","Derek","jeterde01",30,2004,0.86,544.00,484.00,86.00,147.00,24.00,2.00,13.00,57.00,16.00,3.00,47.00,83.00,2.00,8.00,3.00,2.00,11.00
"Jimenez","D'Angelo","jimenda01",27,2004,0.84,568.00,502.00,68.00,136.00,23.00,5.00,10.00,55.00,8.00,5.00,58.00,85.00,2.00,2.00,3.00,3.00,10.00
"Johnson","Brian","johnsbr01",36,2004,0.01,200.00,179.00,24.00,47.00,9.00,1.00,6.00,24.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Johnson","Charles","johnsch04",33,2004,0.80,435.00,384.00,45.00,92.00,24.00,0.00,15.00,60.00,2.00,2.00,43.00,92.00,4.00,2.00,1.00,5.00,10.00
"Johnson","Gary","johnsga01",29,2004,0.04,204.00,182.00,25.00,49.00,10.00,1.00,6.00,23.00,3.00,2.00,18.00,32.00,1.00,2.00,1.00,1.00,4.00
"Johnson","Mark","johnsma01",37,2004,0.35,206.00,182.00,24.00,44.00,10.00,1.00,6.00,25.00,2.00,1.00,20.00,40.00,1.00,1.00,1.00,2.00,3.00
"Johnson","Mark L.","johnsma02",29,2004,0.63,247.00,214.00,27.00,50.00,9.00,1.00,5.00,22.00,2.00,1.00,23.00,39.00,1.00,3.00,5.00,2.00,4.00
"Johnson","Nick","johnsni01",26,2004,0.77,447.00,376.00,61.00,101.00,19.00,1.00,15.00,56.00,4.00,2.00,57.00,76.00,4.00,10.00,3.00,1.00,10.00
"Johnson","Reed","johnsre02",28,2004,0.66,428.00,384.00,67.00,110.00,20.00,2.00,10.00,50.00,5.00,3.00,25.00,64.00,2.00,14.00,1.00,4.00,9.00
"Johnson","Rontrez","johnsro06",28,2004,0.01,202.00,181.00,28.00,49.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Johnson","Russ","johnsru01",31,2004,0.54,213.00,186.00,25.00,49.00,11.00,1.00,4.00,24.00,3.00,2.00,22.00,36.00,1.00,2.00,2.00,1.00,3.00
"Jones","Andruw","jonesan01",27,2004,0.87,595.00,527.00,87.00,143.00,27.00,1.00,30.00,93.00,6.00,3.00,56.00,112.00,3.00,6.00,0.00,6.00,13.00
"Jones","Chipper","jonesch06",32,2004,0.87,594.00,504.00,88.00,156.00,30.00,2.00,25.00,89.00,5.00,3.00,83.00,78.00,14.00,2.00,0.00,5.00,12.00
"Jones","Jacque","jonesja04",29,2004,0.85,537.00,496.00,73.00,145.00,30.00,1.00,18.00,66.00,9.00,4.00,32.00,99.00,2.00,3.00,2.00,4.00,9.00
"Jones","Jason","jonesja05",28,2004,0.34,260.00,231.00,30.00,58.00,13.00,1.00,7.00,29.00,2.00,2.00,22.00,42.00,1.00,4.00,1.00,2.00,4.00
"Jones","Terry","joneste02",33,2004,0.16,200.00,181.00,24.00,48.00,10.00,1.00,5.00,20.00,3.00,1.00,15.00,31.00,1.00,2.00,1.00,1.00,4.00
"Jordan","Brian","jordabr01",37,2004,0.81,378.00,345.00,46.00,97.00,18.00,2.00,12.00,52.00,2.00,1.00,26.00,57.00,2.00,4.00,0.00,3.00,8.00
"Jordan","Kevin","jordake01",35,2004,0.24,200.00,178.00,22.00,46.00,9.00,1.00,5.00,23.00,2.00,1.00,18.00,32.00,2.00,2.00,1.00,1.00,4.00
"Jose","Felix","josefe01",39,2004,0.15,214.00,187.00,26.00,49.00,9.00,1.00,7.00,28.00,2.00,1.00,22.00,37.00,2.00,2.00,1.00,2.00,5.00
"Joyner","Wally","joynewa01",42,2004,0.29,200.00,181.00,22.00,45.00,8.00,1.00,5.00,21.00,2.00,1.00,16.00,30.00,1.00,1.00,1.00,1.00,4.00
"Justice","David","justida01",38,2004,0.73,247.00,215.00,30.00,54.00,10.00,1.00,7.00,27.00,2.00,1.00,29.00,40.00,2.00,1.00,0.00,2.00,5.00
"Kapler","Gabe","kaplega01",29,2004,0.78,358.00,320.00,47.00,87.00,18.00,2.00,7.00,41.00,10.00,3.00,30.00,52.00,1.00,2.00,3.00,3.00,8.00
"Karros","Eric","karroer01",37,2004,0.82,440.00,402.00,43.00,105.00,20.00,1.00,12.00,53.00,3.00,1.00,32.00,67.00,1.00,3.00,0.00,3.00,12.00
"Kata","Matt","katama01",26,2004,0.57,361.00,322.00,47.00,86.00,18.00,4.00,9.00,38.00,4.00,2.00,30.00,58.00,1.00,2.00,4.00,3.00,6.00
"Kearns","Austin","kearnau01",24,2004,0.74,412.00,355.00,56.00,105.00,19.00,2.00,15.00,61.00,6.00,2.00,48.00,73.00,2.00,6.00,1.00,2.00,9.00
"Kelton","David","keltoda01",25,2004,0.05,206.00,185.00,26.00,50.00,10.00,1.00,6.00,25.00,3.00,1.00,17.00,35.00,1.00,2.00,1.00,1.00,4.00
"Kendall","Jason","kendaja01",30,2004,0.87,593.00,530.00,70.00,155.00,24.00,3.00,7.00,51.00,10.00,7.00,44.00,43.00,3.00,16.00,1.00,2.00,11.00
"Kennedy","Adam","kennead01",28,2004,0.84,506.00,456.00,63.00,130.00,24.00,3.00,10.00,50.00,15.00,6.00,33.00,73.00,3.00,8.00,4.00,5.00,7.00
"Kent","Jeff","kentje01",36,2004,0.86,544.00,493.00,73.00,144.00,35.00,2.00,22.00,83.00,5.00,2.00,42.00,81.00,2.00,5.00,0.00,4.00,13.00
"Kielty","Bobby","kieltbo01",28,2004,0.78,489.00,416.00,65.00,110.00,24.00,2.00,14.00,59.00,7.00,2.00,61.00,87.00,5.00,6.00,1.00,5.00,9.00
"Kingsale","Gene","kingsge01",28,2004,0.59,295.00,260.00,33.00,68.00,11.00,2.00,5.00,30.00,7.00,3.00,24.00,47.00,1.00,3.00,6.00,2.00,6.00
"Kinkade","Mike","kinkami01",31,2004,0.59,302.00,264.00,37.00,69.00,13.00,1.00,8.00,31.00,3.00,2.00,23.00,53.00,2.00,13.00,1.00,1.00,10.00
"Klassen","Danny","klassda01",29,2004,0.25,239.00,216.00,29.00,57.00,11.00,2.00,6.00,27.00,3.00,2.00,18.00,48.00,1.00,2.00,2.00,1.00,4.00
"Klesko","Ryan","kleskry01",33,2004,0.85,500.00,429.00,66.00,118.00,25.00,2.00,21.00,74.00,7.00,3.00,61.00,76.00,6.00,3.00,1.00,6.00,10.00
"Knoblauch","Chuck","knoblch01",36,2004,0.72,234.00,207.00,27.00,49.00,8.00,1.00,4.00,19.00,10.00,2.00,20.00,29.00,1.00,4.00,2.00,1.00,4.00
"Knorr","Randy","knorrra01",36,2004,0.20,200.00,177.00,24.00,45.00,8.00,1.00,6.00,22.00,2.00,1.00,17.00,34.00,1.00,2.00,2.00,2.00,5.00
"Konerko","Paul","konerpa01",28,2004,0.85,510.00,459.00,63.00,126.00,24.00,0.00,21.00,75.00,1.00,0.00,41.00,61.00,4.00,6.00,0.00,4.00,18.00
"Koonce","Graham","kooncgr01",29,2004,0.03,204.00,183.00,25.00,48.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,36.00,1.00,2.00,1.00,1.00,4.00
"Koskie","Corey","koskico01",31,2004,0.85,539.00,462.00,72.00,128.00,30.00,2.00,16.00,70.00,12.00,6.00,63.00,104.00,5.00,8.00,0.00,6.00,10.00
"Kotsay","Mark","kotsama01",29,2004,0.85,535.00,477.00,68.00,134.00,27.00,4.00,11.00,51.00,8.00,5.00,51.00,76.00,2.00,2.00,2.00,3.00,9.00
"Kreuter","Chad","kreutch01",40,2004,0.51,221.00,191.00,21.00,46.00,10.00,1.00,5.00,21.00,2.00,1.00,25.00,44.00,3.00,2.00,1.00,2.00,5.00
"LaForest","Pete","laforpe01",26,2004,0.18,226.00,203.00,24.00,52.00,11.00,1.00,5.00,27.00,3.00,1.00,17.00,40.00,1.00,3.00,1.00,2.00,5.00
"Laird","Gerald","lairdge01",25,2004,0.17,225.00,200.00,31.00,55.00,11.00,2.00,6.00,26.00,3.00,1.00,20.00,37.00,1.00,3.00,1.00,1.00,5.00
"Laker","Tim","lakerti01",35,2004,0.45,288.00,259.00,32.00,64.00,14.00,1.00,7.00,34.00,3.00,2.00,21.00,54.00,2.00,2.00,5.00,1.00,6.00
"Lamb","David","lambda01",29,2004,0.03,201.00,180.00,24.00,47.00,9.00,1.00,6.00,23.00,3.00,1.00,17.00,32.00,1.00,2.00,1.00,1.00,5.00
"Lamb","Mike","lambmi01",29,2004,0.68,256.00,231.00,35.00,64.00,11.00,0.00,6.00,27.00,2.00,1.00,19.00,33.00,2.00,3.00,1.00,2.00,5.00
"Lampkin","Tom","lampkto01",40,2004,0.63,233.00,205.00,26.00,47.00,9.00,1.00,6.00,25.00,2.00,1.00,22.00,40.00,3.00,3.00,1.00,2.00,4.00
"Lane","Jason","laneja01",28,2004,0.27,222.00,198.00,30.00,55.00,11.00,1.00,10.00,32.00,3.00,1.00,19.00,33.00,2.00,2.00,1.00,2.00,3.00
"Langerhans","Ryan","langery01",24,2004,0.06,208.00,187.00,27.00,51.00,10.00,1.00,6.00,24.00,3.00,1.00,17.00,35.00,1.00,2.00,1.00,1.00,5.00
"Lankford","Ray","lankfra01",37,2004,0.66,224.00,194.00,25.00,47.00,11.00,1.00,7.00,26.00,3.00,1.00,25.00,55.00,3.00,2.00,1.00,2.00,4.00
"Lansing","Mike","lansimi01",36,2004,0.49,200.00,182.00,24.00,46.00,11.00,1.00,5.00,20.00,2.00,1.00,14.00,29.00,1.00,1.00,2.00,1.00,4.00
"Larkin","Barry","larkiba01",40,2004,0.78,389.00,347.00,51.00,88.00,23.00,1.00,6.00,33.00,6.00,2.00,33.00,49.00,3.00,3.00,3.00,3.00,9.00
"LaRocca","Greg","larocgr01",32,2004,0.19,211.00,187.00,30.00,50.00,11.00,1.00,5.00,22.00,3.00,1.00,19.00,31.00,1.00,3.00,1.00,1.00,4.00
"Larson","Brandon","larsobr01",28,2004,0.42,258.00,228.00,28.00,50.00,10.00,1.00,7.00,31.00,4.00,2.00,25.00,52.00,2.00,2.00,1.00,2.00,5.00
"LaRue","Jason","larueja01",30,2004,0.81,458.00,405.00,51.00,99.00,23.00,2.00,15.00,54.00,3.00,3.00,34.00,112.00,5.00,14.00,2.00,3.00,12.00
"Latham","Chris","lathach01",31,2004,0.18,201.00,179.00,27.00,49.00,9.00,1.00,5.00,24.00,4.00,1.00,18.00,37.00,2.00,2.00,1.00,1.00,4.00
"Lawrence","Joe","lawrejo01",27,2004,0.37,217.00,191.00,25.00,46.00,9.00,1.00,5.00,24.00,3.00,1.00,19.00,38.00,1.00,2.00,2.00,3.00,3.00
"Lawton","Matt","lawtoma02",33,2004,0.83,463.00,402.00,63.00,102.00,21.00,1.00,13.00,52.00,11.00,5.00,52.00,51.00,2.00,7.00,1.00,1.00,11.00
"Leach","Jalal","leachja01",35,2004,0.03,200.00,179.00,24.00,46.00,9.00,1.00,5.00,23.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"LeCroy","Matt","lecroma01",29,2004,0.70,407.00,371.00,45.00,105.00,22.00,1.00,16.00,62.00,2.00,2.00,29.00,79.00,2.00,4.00,1.00,2.00,9.00
"Ledee","Ricky","ledeeri01",31,2004,0.73,370.00,324.00,47.00,79.00,21.00,2.00,11.00,48.00,2.00,2.00,40.00,71.00,3.00,2.00,2.00,2.00,6.00
"Lee","Carlos","leeca01",28,2004,0.86,593.00,535.00,83.00,149.00,30.00,2.00,25.00,88.00,10.00,4.00,48.00,80.00,3.00,4.00,1.00,5.00,13.00
"Lee","Derrek","leede02",29,2004,0.87,590.00,508.00,81.00,139.00,30.00,4.00,23.00,77.00,13.00,5.00,70.00,120.00,5.00,7.00,0.00,5.00,12.00
"Lee","Travis","leetr01",29,2004,0.86,566.00,502.00,64.00,135.00,30.00,2.00,16.00,69.00,5.00,3.00,56.00,92.00,5.00,2.00,1.00,5.00,12.00
"Leon","Jose","leonjo01",28,2004,0.36,239.00,217.00,27.00,57.00,9.00,1.00,6.00,24.00,3.00,1.00,17.00,46.00,1.00,3.00,1.00,1.00,5.00
"Lesher","Brian","leshebr01",33,2004,0.13,204.00,181.00,23.00,45.00,9.00,1.00,5.00,22.00,2.00,1.00,18.00,38.00,1.00,2.00,1.00,2.00,5.00
"Levis","Jesse","levisje01",36,2004,0.08,200.00,179.00,25.00,46.00,10.00,1.00,5.00,23.00,3.00,1.00,17.00,33.00,1.00,2.00,1.00,1.00,4.00
"Lewis","Darren","lewisda01",37,2004,0.43,209.00,187.00,23.00,49.00,9.00,1.00,4.00,20.00,3.00,3.00,15.00,31.00,1.00,3.00,3.00,1.00,3.00
